,Column_1,Column_2,Column_3,Column_4,Column_5
24832,20,9,12,6,13
24833,15,12,14,18,1
24834,6,30,18,2,4
24835,24,20,2,9,5
24836,8,8,12,2,30
24837,25,18,9,4,4
24838,2,4,35,16,3
24839,11,18,6,7,18
24840,3,10,10,14,23
24841,28,3,10,15,4
24842,12,8,7,23,10
24843,10,3,27,1,19
24844,26,7,13,3,11
24845,2,8,8,26,16
24846,13,10,31,2,4
24847,8,2,17,9,24
24848,8,10,12,9,21
24849,14,26,2,11,7
24850,8,18,16,14,4
24851,15,2,11,30,2
24852,2,26,12,17,3
24853,25,10,7,12,6
24854,14,4,5,31,6
24855,20,11,10,5,14
24856,18,2,14,19,7
24857,1,19,20,13,7
24858,12,40,1,6,1
24859,24,25,4,1,6
24860,8,25,16,3,8
24861,2,18,15,16,9
24862,6,14,12,23,5
24863,12,8,6,30,4
24864,23,16,6,3,12
24865,10,12,17,18,3
24866,2,8,24,14,12
24867,14,9,6,16,15
24868,4,7,27,12,10
24869,10,9,28,6,7
24870,10,13,17,16,4
24871,25,18,4,11,2
24872,14,23,11,6,6
24873,16,22,3,2,17
24874,16,7,18,14,5
24875,40,2,6,2,10
24876,6,15,11,12,16
24877,2,1,2,34,21
24878,1,2,3,42,12
24879,11,1,26,12,10
24880,2,47,2,7,2
24881,1,37,10,6,6
24882,34,9,12,3,2
24883,13,8,15,6,18
24884,13,15,10,5,17
24885,4,4,9,41,2
24886,12,22,11,10,5
24887,8,30,2,15,5
24888,2,3,20,21,14
24889,3,5,11,35,6
24890,29,5,2,8,16
24891,4,10,27,15,4
24892,3,22,19,5,11
24893,1,8,9,18,24
24894,5,6,4,30,15
24895,3,6,4,16,31
24896,1,28,14,1,16
24897,15,14,9,11,11
24898,5,23,10,17,5
24899,9,2,43,2,4
24900,1,28,5,25,1
24901,3,17,11,14,15
24902,5,11,3,28,13
24903,10,5,8,28,9
24904,13,36,4,2,5
24905,7,22,11,2,18
24906,9,1,36,4,10
24907,10,13,34,1,2
24908,10,4,28,17,1
24909,8,27,21,2,2
24910,20,10,5,8,17
24911,17,22,2,5,14
24912,14,7,13,24,2
24913,4,12,28,11,5
24914,26,3,29,1,1
24915,16,7,12,8,17
24916,13,26,2,14,5
24917,7,24,21,4,4
24918,12,16,6,21,5
24919,23,6,2,24,5
24920,10,16,8,2,24
24921,22,4,4,2,28
24922,10,28,9,9,4
24923,16,13,16,9,6
24924,36,10,4,9,1
24925,26,23,5,1,5
24926,32,4,3,19,2
24927,23,9,17,10,1
24928,48,1,1,3,7
24929,1,7,4,4,44
24930,8,1,1,44,6
24931,13,1,27,12,7
24932,3,22,13,13,9
24933,23,2,10,6,19
24934,12,1,24,17,6
24935,8,17,21,6,8
24936,20,7,8,6,19
24937,2,19,20,12,7
24938,9,15,4,15,17
24939,8,4,31,1,16
24940,37,4,1,15,3
24941,12,27,13,6,2
24942,20,19,6,7,8
24943,8,4,15,20,13
24944,3,7,1,29,20
24945,1,9,11,18,21
24946,24,22,1,1,12
24947,24,14,6,9,7
24948,1,11,12,17,19
24949,4,24,7,21,4
24950,14,14,12,7,13
24951,5,8,16,1,30
24952,18,4,28,8,2
24953,7,7,35,6,5
24954,7,1,31,3,18
24955,13,31,5,5,6
24956,3,2,42,6,7
24957,31,1,2,4,22
24958,20,15,17,1,7
24959,19,14,16,8,3
24960,14,16,7,22,1
24961,20,31,7,1,1
24962,9,6,22,19,4
24963,26,5,22,2,5
24964,11,2,10,22,15
24965,15,16,1,24,4
24966,11,7,3,34,5
24967,2,3,41,11,3
24968,4,18,27,1,10
24969,14,1,12,5,28
24970,11,13,18,7,11
24971,15,3,11,9,22
24972,24,28,1,5,2
24973,19,4,8,13,16
24974,16,20,16,4,4
24975,5,3,8,3,41
24976,2,13,11,18,16
24977,20,9,11,11,9
24978,8,1,39,2,10
24979,2,5,26,21,6
24980,22,3,10,14,11
24981,19,12,5,10,14
24982,11,28,9,1,11
24983,27,3,8,12,10
24984,25,1,2,8,24
24985,4,13,5,11,27
24986,5,3,6,25,21
24987,23,13,13,5,6
24988,12,17,2,1,28
24989,14,19,23,2,2
24990,8,1,25,20,6
24991,5,10,1,19,25
24992,11,9,4,19,17
24993,30,12,2,11,5
24994,5,5,13,30,7
24995,4,5,8,17,26
24996,19,4,8,14,15
24997,10,7,33,8,2
24998,4,1,28,21,6
24999,5,9,10,26,10
25000,3,22,21,13,1
25001,29,3,16,6,6
25002,37,1,9,11,2
25003,11,14,5,22,8
25004,2,11,33,13,1
25005,14,8,5,6,27
25006,3,16,14,13,14
25007,3,12,6,17,22
25008,10,43,1,2,4
25009,30,3,10,7,10
25010,7,33,4,9,7
25011,1,35,1,11,12
25012,8,2,24,18,8
25013,10,4,18,10,18
25014,28,3,17,6,6
25015,11,1,21,20,7
25016,34,10,3,4,9
25017,9,4,8,3,36
25018,13,6,2,23,16
25019,10,20,2,19,9
25020,7,26,18,2,7
25021,20,4,13,15,8
25022,22,26,5,6,1
25023,16,37,1,5,1
25024,12,8,1,8,31
25025,1,11,22,21,5
25026,7,4,11,31,7
25027,18,7,1,7,27
25028,13,21,2,10,14
25029,20,8,3,13,16
25030,13,24,3,3,17
25031,26,3,11,6,14
25032,5,13,15,10,17
25033,1,16,8,9,26
25034,30,2,9,8,11
25035,13,23,13,2,9
25036,8,22,8,15,7
25037,11,3,14,14,18
25038,19,6,10,1,24
25039,5,16,7,2,30
25040,9,3,6,14,28
25041,26,7,9,10,8
25042,18,5,9,16,12
25043,32,4,11,12,1
25044,8,3,9,25,15
25045,23,18,5,12,2
25046,3,3,12,17,25
25047,3,24,2,4,27
25048,12,19,18,4,7
25049,1,9,14,33,3
25050,19,8,6,13,14
25051,2,8,5,21,24
25052,25,11,18,3,3
25053,13,14,5,8,20
25054,8,16,5,17,14
25055,3,5,38,7,7
25056,8,5,35,4,8
25057,3,5,17,18,17
25058,6,10,13,13,18
25059,21,14,3,19,3
25060,8,8,1,9,34
25061,12,20,19,8,1
25062,23,2,17,16,2
25063,32,1,2,11,14
25064,3,3,21,10,23
25065,13,28,9,4,6
25066,10,22,8,9,11
25067,16,7,15,4,18
25068,7,2,7,27,17
25069,8,20,1,1,30
25070,6,4,14,31,5
25071,33,8,6,4,9
25072,12,32,8,5,3
25073,19,10,15,2,14
25074,3,4,27,25,1
25075,1,22,17,10,10
25076,22,13,12,3,10
25077,2,16,15,25,2
25078,7,32,1,14,6
25079,8,12,31,8,1
25080,5,12,26,2,15
25081,3,1,29,5,22
25082,1,33,9,15,2
25083,11,2,23,9,15
25084,17,9,15,11,8
25085,6,12,35,5,2
25086,20,14,1,22,3
25087,6,31,18,3,2
25088,4,1,2,29,24
25089,19,1,7,5,28
25090,9,26,8,16,1
25091,34,6,6,8,6
25092,8,15,14,21,2
25093,4,14,32,7,3
25094,9,15,17,5,14
25095,21,10,24,4,1
25096,7,9,22,9,13
25097,4,11,1,10,34
25098,7,25,5,7,16
25099,10,5,22,22,1
25100,23,7,3,11,16
25101,12,43,2,2,1
25102,33,5,1,8,13
25103,13,2,25,15,5
25104,12,22,10,3,13
25105,22,17,5,11,5
25106,10,21,5,5,19
25107,16,6,1,26,11
25108,2,45,11,1,1
25109,11,9,5,4,31
25110,7,1,8,41,3
25111,9,5,4,8,34
25112,32,3,5,14,6
25113,12,9,9,16,14
25114,17,2,10,1,30
25115,24,10,19,6,1
25116,14,1,10,25,10
25117,11,3,7,22,17
25118,16,12,12,14,6
25119,2,4,29,21,4
25120,14,1,25,5,15
25121,4,13,13,25,5
25122,3,32,1,16,8
25123,16,20,11,6,7
25124,4,18,1,32,5
25125,8,38,6,6,2
25126,3,6,1,34,16
25127,22,15,17,5,1
25128,1,1,20,31,7
25129,20,18,10,11,1
25130,31,11,4,1,13
25131,17,25,6,9,3
25132,13,2,4,36,5
25133,4,9,19,17,11
25134,2,2,38,8,10
25135,9,9,25,14,3
25136,8,7,23,3,19
25137,16,12,19,12,1
25138,5,6,5,19,25
25139,23,7,8,18,4
25140,23,3,9,13,12
25141,22,18,3,5,12
25142,27,2,2,19,10
25143,3,21,3,27,6
25144,26,10,10,7,7
25145,10,4,7,13,26
25146,18,19,9,8,6
25147,4,19,3,7,27
25148,2,15,4,26,13
25149,21,8,11,1,19
25150,15,3,19,13,10
25151,5,25,13,9,8
25152,6,3,2,14,35
25153,10,30,7,11,2
25154,7,4,23,3,23
25155,3,6,4,19,28
25156,19,31,1,3,6
25157,12,28,1,9,10
25158,1,17,25,7,10
25159,8,4,18,5,25
25160,15,8,15,5,17
25161,5,1,13,21,20
25162,24,3,23,6,4
25163,32,22,3,2,1
25164,1,30,3,23,3
25165,15,10,26,5,4
25166,21,13,4,5,17
25167,2,9,22,21,6
25168,1,1,24,27,7
25169,3,1,21,34,1
25170,1,10,8,10,31
25171,42,4,4,9,1
25172,22,7,18,10,3
25173,14,4,13,12,17
25174,7,15,8,24,6
25175,13,21,2,21,3
25176,31,1,15,3,10
25177,14,3,19,5,19
25178,26,15,7,10,2
25179,6,25,7,13,9
25180,5,10,4,28,13
25181,18,15,15,6,6
25182,3,4,19,29,5
25183,12,23,4,8,13
25184,9,1,16,9,25
25185,3,35,6,11,5
25186,13,3,25,10,9
25187,7,7,3,9,34
25188,19,18,7,2,14
25189,22,9,6,22,1
25190,3,19,18,12,8
25191,12,20,5,9,14
25192,2,5,12,20,21
25193,3,5,43,8,1
25194,2,17,28,11,2
25195,1,16,13,15,15
25196,14,12,7,23,4
25197,7,17,25,1,10
25198,2,3,6,11,38
25199,9,7,25,15,4
25200,7,14,26,6,7
25201,26,5,1,12,16
25202,14,4,24,15,3
25203,29,3,1,23,4
25204,15,20,3,2,20
25205,1,26,1,10,22
25206,6,11,12,4,27
25207,26,2,7,2,23
25208,5,24,19,11,1
25209,7,5,6,39,3
25210,11,13,9,3,24
25211,31,5,11,6,7
25212,1,3,3,39,14
25213,9,9,16,9,17
25214,13,9,17,6,15
25215,9,8,10,20,13
25216,5,13,33,3,6
25217,7,9,27,3,14
25218,9,16,9,18,8
25219,29,4,3,3,21
25220,27,9,2,11,11
25221,1,7,25,17,10
25222,17,20,7,10,6
25223,16,6,6,25,7
25224,16,18,12,12,2
25225,22,9,5,19,5
25226,7,4,36,3,10
25227,13,10,21,9,7
25228,1,14,36,8,1
25229,15,10,13,12,10
25230,4,7,34,6,9
25231,24,13,6,4,13
25232,14,22,12,8,4
25233,21,5,10,23,1
25234,2,2,4,30,22
25235,7,26,19,2,6
25236,8,22,4,2,24
25237,1,15,20,1,23
25238,9,22,12,10,7
25239,34,4,7,6,9
25240,4,18,1,34,3
25241,32,8,9,3,8
25242,8,21,7,2,22
25243,6,3,16,8,27
25244,9,4,1,36,10
25245,17,29,2,10,2
25246,4,7,2,17,30
25247,1,31,6,12,10
25248,40,9,2,1,8
25249,11,4,1,40,4
25250,30,3,9,10,8
25251,3,5,19,27,6
25252,28,13,4,1,14
25253,5,17,9,9,20
25254,4,5,11,7,33
25255,8,15,7,4,26
25256,10,28,7,13,2
25257,5,34,1,11,9
25258,31,11,9,6,3
25259,38,8,6,7,1
25260,25,12,12,8,3
25261,10,15,12,10,13
25262,1,6,26,3,24
25263,6,5,19,6,24
25264,4,1,5,35,15
25265,9,17,3,6,25
25266,3,34,6,9,8
25267,13,20,2,8,17
25268,4,12,40,3,1
25269,1,6,27,7,19
25270,14,12,18,7,9
25271,3,10,27,14,6
25272,3,24,4,10,19
25273,35,1,13,1,10
25274,15,2,10,26,7
25275,19,21,1,12,7
25276,14,17,5,14,10
25277,9,9,14,5,23
25278,8,14,14,1,23
25279,4,16,11,3,26
25280,9,16,10,9,16
25281,2,11,8,32,7
25282,11,21,5,19,4
25283,3,8,1,38,10
25284,9,14,1,14,22
25285,14,13,4,26,3
25286,17,21,13,1,8
25287,13,11,5,19,12
25288,30,5,3,16,6
25289,21,5,10,17,7
25290,12,3,39,4,2
25291,4,1,26,1,28
25292,5,6,27,15,7
25293,1,13,14,14,18
25294,29,9,1,5,16
25295,25,2,23,8,2
25296,16,9,9,7,19
25297,23,9,10,11,7
25298,6,8,19,26,1
25299,1,12,28,9,10
25300,8,30,13,2,7
25301,22,26,2,7,3
25302,24,5,11,1,19
25303,2,3,19,17,19
25304,27,9,15,2,7
25305,3,17,2,11,27
25306,14,14,18,8,6
25307,18,9,3,12,18
25308,30,10,11,5,4
25309,22,9,11,16,2
25310,9,14,4,23,10
25311,14,10,27,4,5
25312,6,8,10,15,21
25313,7,24,6,8,15
25314,25,16,6,7,6
25315,26,10,9,5,10
25316,2,12,23,17,6
25317,9,8,35,2,6
25318,5,15,24,4,12
25319,7,2,2,13,36
25320,1,11,6,21,21
25321,8,4,14,4,30
25322,8,3,5,30,14
25323,10,25,9,11,5
25324,6,8,20,15,11
25325,5,11,15,16,13
25326,11,3,26,2,18
25327,16,5,6,22,11
25328,2,21,1,16,20
25329,17,30,5,5,3
25330,3,4,25,6,22
25331,20,3,1,4,32
25332,15,9,11,14,11
25333,3,2,12,20,23
25334,2,12,30,13,3
25335,5,20,5,20,10
25336,16,4,24,7,9
25337,13,6,20,4,17
25338,9,7,19,9,16
25339,27,20,5,4,4
25340,2,5,5,1,47
25341,11,16,14,1,18
25342,11,13,2,19,15
25343,3,9,23,6,19
25344,11,8,32,8,1
25345,14,5,1,39,1
25346,10,15,23,3,9
25347,12,1,18,12,17
25348,8,9,10,25,8
25349,1,3,22,32,2
25350,4,6,7,7,36
25351,17,1,14,23,5
25352,4,13,21,9,13
25353,18,2,21,2,17
25354,16,17,15,11,1
25355,5,7,7,16,25
25356,2,18,34,1,5
25357,9,7,11,29,4
25358,22,18,2,15,3
25359,2,4,41,3,10
25360,33,1,9,11,6
25361,4,11,8,12,25
25362,47,2,1,4,6
25363,27,1,12,9,11
25364,12,5,10,21,12
25365,4,16,9,2,29
25366,5,17,16,17,5
25367,13,8,9,6,24
25368,4,29,15,7,5
25369,6,15,14,1,24
25370,11,29,3,11,6
25371,7,20,10,10,13
25372,18,20,6,7,9
25373,28,16,3,11,2
25374,6,18,17,2,17
25375,17,12,6,17,8
25376,10,8,2,5,35
25377,4,31,11,6,8
25378,21,1,19,4,15
25379,6,22,4,21,7
25380,1,24,2,4,29
25381,2,12,18,2,26
25382,10,8,13,23,6
25383,23,28,4,2,3
25384,12,10,18,15,5
25385,19,20,2,9,10
25386,9,15,12,13,11
25387,20,3,7,9,21
25388,3,10,1,21,25
25389,10,15,22,6,7
25390,23,11,1,18,7
25391,45,1,4,2,8
25392,17,6,6,1,30
25393,18,14,15,8,5
25394,17,14,14,14,1
25395,17,10,7,3,23
25396,15,6,4,4,31
25397,6,22,22,8,2
25398,16,12,1,3,28
25399,11,12,25,1,11
25400,13,11,14,3,19
25401,19,14,16,9,2
25402,9,40,5,1,5
25403,21,31,1,2,5
25404,14,4,1,27,14
25405,6,4,24,22,4
25406,20,9,1,10,20
25407,13,37,5,3,2
25408,3,5,35,8,9
25409,12,4,17,26,1
25410,10,15,3,24,8
25411,3,8,33,11,5
25412,7,18,1,26,8
25413,3,6,43,2,6
25414,5,8,26,19,2
25415,5,27,20,7,1
25416,6,5,11,16,22
25417,13,11,6,2,28
25418,12,12,26,3,7
25419,10,33,4,8,5
25420,24,5,7,15,9
25421,16,25,7,1,11
25422,35,12,2,6,5
25423,29,1,9,1,20
25424,19,8,12,16,5
25425,13,18,6,8,15
25426,15,3,38,3,1
25427,8,31,3,9,9
25428,21,4,5,27,3
25429,25,4,11,2,18
25430,2,8,17,31,2
25431,14,10,15,2,19
25432,21,14,7,14,4
25433,4,19,2,22,13
25434,29,9,17,4,1
25435,5,4,37,1,13
25436,15,11,1,5,28
25437,6,13,3,26,12
25438,36,5,11,1,7
25439,28,6,6,15,5
25440,9,25,14,11,1
25441,1,5,16,23,15
25442,9,1,31,11,8
25443,12,30,6,10,2
25444,5,21,3,13,18
25445,17,7,26,2,8
25446,3,6,18,12,21
25447,20,2,31,5,2
25448,14,19,13,11,3
25449,19,29,5,1,6
25450,5,42,6,2,5
25451,5,7,16,10,22
25452,5,1,20,32,2
25453,8,19,28,3,2
25454,4,25,22,7,2
25455,9,3,7,16,25
25456,4,18,24,13,1
25457,39,6,6,5,4
25458,27,10,2,17,4
25459,11,1,14,9,25
25460,8,16,8,3,25
25461,7,8,3,39,3
25462,9,19,9,17,6
25463,10,16,23,6,5
25464,10,3,5,6,36
25465,17,12,15,11,5
25466,1,23,12,21,3
25467,8,3,5,31,13
25468,27,1,8,4,20
25469,2,1,23,8,26
25470,6,30,16,2,6
25471,14,20,7,6,13
25472,7,23,3,21,6
25473,22,3,22,11,2
25474,1,6,7,19,27
25475,3,8,30,8,11
25476,10,26,5,15,4
25477,24,6,12,12,6
25478,7,14,10,9,20
25479,12,16,10,12,10
25480,20,28,1,2,9
25481,9,6,2,3,40
25482,24,6,6,12,12
25483,16,2,30,6,6
25484,11,2,1,20,26
25485,17,8,29,4,2
25486,37,5,2,6,10
25487,10,27,10,1,12
25488,20,16,11,6,7
25489,4,5,9,21,21
25490,34,12,4,2,8
25491,21,22,8,5,4
25492,4,6,19,8,23
25493,3,2,43,5,7
25494,32,1,11,3,13
25495,18,7,26,5,4
25496,25,5,26,2,2
25497,28,14,15,1,2
25498,17,8,1,9,25
25499,8,1,6,31,14
25500,9,16,22,1,12
25501,5,6,37,6,6
25502,1,5,36,7,11
25503,8,17,5,9,21
25504,32,13,1,12,2
25505,5,16,25,7,7
25506,15,5,21,15,4
25507,34,8,9,2,7
25508,5,17,16,20,2
25509,26,3,3,21,7
25510,3,10,6,40,1
25511,10,3,12,24,11
25512,4,34,6,3,13
25513,30,2,2,20,6
25514,8,11,1,7,33
25515,1,6,10,36,7
25516,29,18,2,1,10
25517,3,24,7,15,11
25518,30,4,13,11,2
25519,8,7,21,3,21
25520,6,25,16,9,4
25521,3,14,2,20,21
25522,4,3,19,22,12
25523,8,2,4,17,29
25524,5,29,11,3,12
25525,19,12,16,10,3
25526,3,6,13,31,7
25527,11,35,1,8,5
25528,12,12,3,11,22
25529,20,3,16,13,8
25530,12,8,32,6,2
25531,1,12,9,9,29
25532,12,2,20,22,4
25533,11,4,7,25,13
25534,21,12,4,4,19
25535,1,10,36,9,4
25536,27,14,5,11,3
25537,5,6,12,16,21
25538,9,5,13,13,20
25539,7,2,4,22,25
25540,13,14,8,10,15
25541,3,27,23,5,2
25542,2,24,14,16,4
25543,3,33,2,18,4
25544,2,5,15,27,11
25545,27,21,2,7,3
25546,17,2,15,15,11
25547,27,7,23,1,2
25548,9,3,6,25,17
25549,5,17,10,3,25
25550,5,22,3,14,16
25551,14,6,26,13,1
25552,38,2,1,8,11
25553,7,6,36,9,2
25554,13,2,15,28,2
25555,19,1,27,11,2
25556,8,12,7,13,20
25557,2,3,34,13,8
25558,1,7,11,9,32
25559,16,4,12,15,13
25560,1,15,1,25,18
25561,8,2,25,23,2
25562,7,9,2,38,4
25563,28,5,9,13,5
25564,8,16,11,18,7
25565,6,30,16,3,5
25566,10,6,3,18,23
25567,28,20,9,1,2
25568,9,19,11,8,13
25569,8,19,5,3,25
25570,5,3,4,38,10
25571,14,3,3,26,14
25572,17,8,14,6,15
25573,7,23,19,3,8
25574,27,2,16,12,3
25575,2,13,20,16,9
25576,25,5,8,9,13
25577,15,5,22,13,5
25578,7,10,20,19,4
25579,3,23,20,13,1
25580,2,20,10,13,15
25581,6,3,42,3,6
25582,6,31,8,10,5
25583,8,29,15,6,2
25584,22,3,33,1,1
25585,11,29,4,1,15
25586,17,1,3,11,28
25587,3,10,20,4,23
25588,42,4,3,2,9
25589,9,32,4,8,7
25590,15,5,8,3,29
25591,20,3,15,15,7
25592,6,39,7,6,2
25593,2,16,23,1,18
25594,16,13,21,3,7
25595,2,8,8,41,1
25596,2,31,4,1,22
25597,5,31,2,4,18
25598,4,1,2,50,3
25599,29,1,10,7,13
25600,19,17,13,4,7
25601,19,9,18,1,13
25602,4,40,1,12,3
25603,14,5,4,17,20
25604,17,6,25,10,2
25605,2,4,6,36,12
25606,6,3,7,33,11
25607,9,29,10,1,11
25608,8,7,26,12,7
25609,12,17,5,12,14
25610,17,2,25,6,10
25611,7,6,39,1,7
25612,22,10,1,13,14
25613,5,1,33,12,9
25614,5,8,25,2,20
25615,7,4,35,10,4
25616,13,6,8,29,4
25617,2,2,38,7,11
25618,1,45,8,2,4
25619,13,1,28,14,4
25620,4,5,25,7,19
25621,34,8,8,5,5
25622,6,9,4,14,27
25623,3,30,2,21,4
25624,42,10,3,3,2
25625,30,5,5,19,1
25626,5,5,40,1,9
25627,11,14,5,20,10
25628,2,10,42,2,4
25629,18,18,1,3,20
25630,7,7,29,8,9
25631,17,6,7,20,10
25632,20,4,17,13,6
25633,1,10,18,11,20
25634,23,9,2,7,19
25635,8,26,6,9,11
25636,1,21,3,15,20
25637,13,13,8,24,2
25638,26,11,19,1,3
25639,15,17,14,13,1
25640,8,21,15,15,1
25641,1,20,15,22,2
25642,3,5,17,25,10
25643,26,1,9,21,3
25644,1,10,21,21,7
25645,1,1,3,52,3
25646,6,16,5,25,8
25647,3,23,6,22,6
25648,9,8,13,1,29
25649,32,6,11,4,7
25650,30,10,9,2,9
25651,12,1,6,13,28
25652,15,13,3,9,20
25653,26,7,11,11,5
25654,14,13,3,9,21
25655,3,14,23,18,2
25656,10,1,19,11,19
25657,13,5,1,4,37
25658,10,3,14,3,30
25659,1,25,12,14,8
25660,17,3,5,23,12
25661,5,25,19,4,7
25662,1,23,10,19,7
25663,14,6,2,6,32
25664,10,13,28,5,4
25665,15,30,8,6,1
25666,2,3,12,17,26
25667,10,5,2,40,3
25668,3,25,9,20,3
25669,28,12,3,7,10
25670,2,8,8,34,8
25671,7,12,11,8,22
25672,30,6,9,5,10
25673,33,13,3,10,1
25674,9,4,19,5,23
25675,36,1,7,7,9
25676,4,12,14,10,20
25677,19,16,8,16,1
25678,32,1,16,8,3
25679,8,13,18,15,6
25680,2,13,2,24,19
25681,3,5,21,1,30
25682,8,14,5,22,11
25683,2,33,5,9,11
25684,10,12,8,15,15
25685,8,7,20,23,2
25686,12,14,17,16,1
25687,26,2,3,16,13
25688,4,13,17,5,21
25689,28,7,2,21,2
25690,10,9,7,29,5
25691,3,16,1,31,9
25692,12,30,1,11,6
25693,22,3,19,6,10
25694,2,2,3,12,41
25695,3,11,1,19,26
25696,2,22,27,6,3
25697,15,17,8,2,18
25698,10,21,7,13,9
25699,33,14,5,6,2
25700,5,12,8,31,4
25701,32,5,7,4,12
25702,11,23,19,3,4
25703,29,9,11,10,1
25704,26,15,1,14,4
25705,4,5,6,2,43
25706,13,15,26,5,1
25707,12,7,23,16,2
25708,4,21,5,27,3
25709,7,9,23,7,14
25710,22,6,8,10,14
25711,3,5,22,15,15
25712,2,4,14,31,9
25713,7,10,4,21,18
25714,12,2,14,11,21
25715,23,15,8,8,6
25716,15,7,31,4,3
25717,16,9,3,3,29
25718,22,9,16,5,8
25719,1,2,16,29,12
25720,2,10,17,9,22
25721,2,8,1,31,18
25722,29,19,2,1,9
25723,17,11,12,10,10
25724,21,2,16,20,1
25725,8,18,12,1,21
25726,6,14,2,26,12
25727,3,5,17,11,24
25728,36,8,1,3,12
25729,12,22,7,10,9
25730,2,5,4,26,23
25731,28,1,8,9,14
25732,4,10,6,27,13
25733,3,7,9,14,27
25734,13,13,8,20,6
25735,13,2,29,2,14
25736,7,17,8,23,5
25737,8,3,10,23,16
25738,6,13,29,4,8
25739,13,5,17,22,3
25740,1,3,4,49,3
25741,1,5,42,6,6
25742,8,2,11,22,17
25743,31,6,4,17,2
25744,25,5,3,7,20
25745,9,22,21,1,7
25746,6,16,26,11,1
25747,4,10,9,16,21
25748,1,39,4,9,7
25749,3,17,19,9,12
25750,2,26,9,6,17
25751,15,17,20,7,1
25752,15,2,7,17,19
25753,2,13,31,5,9
25754,15,14,6,6,19
25755,8,9,1,2,40
25756,36,3,3,12,6
25757,1,9,34,10,6
25758,4,9,13,12,22
25759,12,8,4,30,6
25760,1,19,3,17,20
25761,16,17,2,7,18
25762,6,33,13,6,2
25763,9,8,10,24,9
25764,2,4,11,40,3
25765,35,9,4,8,4
25766,6,18,25,5,6
25767,5,1,4,37,13
25768,9,16,20,4,11
25769,8,14,19,7,12
25770,15,8,34,2,1
25771,19,8,8,17,8
25772,3,24,28,2,3
25773,10,2,10,11,27
25774,22,4,21,6,7
25775,22,1,2,3,32
25776,3,7,5,23,22
25777,4,9,15,8,24
25778,19,9,18,9,5
25779,3,10,20,18,9
25780,9,4,38,2,7
25781,20,8,12,14,6
25782,1,13,26,2,18
25783,1,7,22,3,27
25784,9,4,13,14,20
25785,34,4,7,13,2
25786,20,1,26,7,6
25787,23,22,2,10,3
25788,14,2,8,30,6
25789,13,10,10,26,1
25790,3,9,20,7,21
25791,13,12,3,19,13
25792,4,19,1,15,21
25793,3,16,12,14,15
25794,7,5,27,13,8
25795,7,3,13,11,26
25796,6,1,1,18,34
25797,31,11,4,5,9
25798,13,4,20,11,12
25799,3,14,28,11,4
25800,23,9,3,21,4
25801,4,18,19,16,3
25802,16,2,7,6,29
25803,18,4,8,15,15
25804,11,5,18,8,18
25805,17,15,14,3,11
25806,38,5,7,7,3
25807,2,1,9,23,25
25808,6,9,35,1,9
25809,11,3,34,11,1
25810,20,8,14,3,15
25811,3,19,3,5,30
25812,20,17,8,6,9
25813,20,16,8,7,9
25814,14,3,6,17,20
25815,13,11,24,8,4
25816,10,19,15,14,2
25817,25,13,9,4,9
25818,26,7,15,5,7
25819,1,18,3,22,16
25820,1,13,8,1,37
25821,10,11,27,4,8
25822,20,8,12,10,10
25823,48,2,2,4,4
25824,6,15,25,12,2
25825,9,23,8,1,19
25826,4,17,6,19,14
25827,33,1,8,10,8
25828,11,2,16,8,23
25829,4,30,8,9,9
25830,50,1,6,1,2
25831,34,8,4,1,13
25832,8,6,37,2,7
25833,17,18,11,1,13
25834,1,19,24,11,5
25835,21,4,13,15,7
25836,18,3,9,10,20
25837,14,2,7,34,3
25838,30,3,5,17,5
25839,19,18,11,11,1
25840,41,5,9,1,4
25841,2,27,4,11,16
25842,16,16,10,7,11
25843,20,3,1,2,34
25844,22,17,7,3,11
25845,5,7,19,8,21
25846,40,9,1,7,3
25847,12,2,20,25,1
25848,9,22,12,16,1
25849,4,2,5,30,19
25850,2,23,27,7,1
25851,4,23,19,5,9
25852,9,9,14,26,2
25853,24,14,9,5,8
25854,23,7,5,24,1
25855,13,2,17,15,13
25856,1,4,13,32,10
25857,7,6,31,11,5
25858,8,20,21,6,5
25859,15,10,6,21,8
25860,14,1,31,3,11
25861,5,14,7,27,7
25862,5,18,6,18,13
25863,11,2,16,15,16
25864,6,22,12,13,7
25865,9,18,10,10,13
25866,17,18,9,2,14
25867,9,25,11,1,14
25868,12,5,16,5,22
25869,11,28,6,7,8
25870,20,5,1,25,9
25871,13,5,8,31,3
25872,35,4,4,13,4
25873,1,20,4,2,33
25874,3,4,28,3,22
25875,3,3,25,16,13
25876,5,7,10,7,31
25877,6,1,24,11,18
25878,1,5,32,2,20
25879,9,13,18,1,19
25880,12,27,9,4,8
25881,11,2,14,2,31
25882,2,8,23,6,21
25883,14,3,32,2,9
25884,28,6,8,15,3
25885,17,17,17,8,1
25886,5,14,25,8,8
25887,16,20,4,6,14
25888,9,30,9,10,2
25889,2,4,2,25,27
25890,5,23,15,8,9
25891,12,2,28,17,1
25892,6,1,28,14,11
25893,8,13,2,23,14
25894,6,32,9,2,11
25895,16,15,8,17,4
25896,28,1,10,15,6
25897,5,5,16,17,17
25898,23,9,10,14,4
25899,35,13,6,2,4
25900,2,3,9,43,3
25901,4,6,24,6,20
25902,35,8,11,2,4
25903,23,3,2,26,6
25904,22,6,6,16,10
25905,3,4,3,28,22
