Mn,Fe,Co,Ni,Cu,E_f(eV/atom),Eads,dCenter,WorkFunc,X,Y,Z,Δq_K
11,13,24,2,10,0.160396453,-1.310433477291241,-4.534832218563533,5.321700773538225,2625.614961513341,2511.0767370345206,1.991570485347008,-0.8826859471166563
11,1,3,26,19,-0.345322506,-1.3470095490386536,-4.212399856337055,5.183724793486926,2002.112317623863,1976.6477447595664,2.171879937930171,-0.8891421075181117
1,1,13,29,16,-0.416665595,-1.351197658055122,-4.086992316931241,5.268040786713836,1479.4731877270692,1513.7014175120514,2.147060685291837,-0.8881611099288564
11,13,32,3,1,0.287856788,-1.2909081886593958,-4.638639722348488,5.2976768042432365,3007.6802867666584,2814.190716172993,2.085398676203713,-0.8825566053554946
11,13,3,32,1,-0.090117663,-1.3044185441547294,-4.405938501590236,5.255295704358741,2291.6180414146747,2298.1022749402664,2.0449987233254627,-0.8873287926674387
11,1,33,8,7,0.076314288,-1.3100166815116665,-4.443393522649571,5.292599915053579,2086.925179205426,2195.802967552724,2.201098721697822,-0.8859679458870572
1,11,34,5,9,0.048875275,-1.3103320213476388,-4.4541808421110165,5.330912853261663,2371.057455445873,2325.3004318639705,2.1690473338169074,-0.8847409893598472
1,11,34,7,7,0.054416584,-1.2986662215934863,-4.447420629568551,5.329729372655961,2338.953331547384,2297.0142037769283,2.122394077387096,-0.8858671499960468
1,11,35,6,7,0.066908097,-1.2962167411436567,-4.456785885253894,5.333095334219593,2352.759772572933,2278.100239349033,2.097638607823102,-0.8856425126666394
11,13,6,16,14,-0.084070662,-1.3339402768761288,-4.377600215435293,5.286208497652667,2366.187043887412,2327.9628140526365,1.9109361713206696,-0.8854728975624421
11,13,7,10,19,-0.08367427,-1.3386583916341932,-4.373026984590071,5.308985319229029,2478.09491681903,2358.0901794441697,1.890540267750835,-0.8844842335658215
11,13,8,18,10,-0.048551749,-1.3189364715832697,-4.416456059321155,5.287155137607804,2437.4139518970464,2340.648188653471,1.917221506501097,-0.8852834696606945
11,13,8,27,1,-0.025134034,-1.2942493351475537,-4.454464550430895,5.263395648579685,2387.989844195965,2402.777334929312,2.030984164770131,-0.8873778267889798
1,11,38,6,4,0.114402909,-1.2919016391849454,-4.520596284090814,5.316560470833803,2346.747073403799,2349.455732023961,2.2241178851239627,-0.8855134691198511
11,13,9,10,17,-0.053260855,-1.3257333907955084,-4.400621445481346,5.31608695405934,2641.64290392724,2518.9012150037884,1.8779099878840035,-0.8844678623896989
11,14,12,21,2,0.042148058,-1.288051909928931,-4.501832125823075,5.269870065863388,2562.070019211086,2456.982190064785,1.983386538955336,-0.8864988494294207
11,14,13,18,4,0.050037475,-1.2987370882906402,-4.506651794512679,5.288633295915214,2540.9977891688814,2454.423256369638,1.9405895107235265,-0.8850548103461224
11,14,16,10,9,0.076141662,-1.3026247447613375,-4.497685337094615,5.315513981427315,2679.1092091466858,2452.902283552669,1.8839528688456668,-0.883985013043612
11,14,18,8,9,0.102287093,-1.305101556945586,-4.49347804752069,5.322063627086177,2596.5708152356265,2401.271536421669,1.900690576511375,-0.8838907405529873
11,14,2,21,12,-0.114290466,-1.3320476346713448,-4.381481517610898,5.251719560978247,2338.706235093983,2315.0490730378947,1.95721113999992,-0.8858839639561252
11,14,2,26,7,-0.101310673,-1.3209588726359518,-4.388707887767214,5.233147409414704,2487.967589803557,2478.6331134013813,2.005052723282513,-0.8864890608055914
11,14,2,28,5,-0.09581533,-1.3075376467499973,-4.410873191573367,5.235964293264903,2508.2603886339,2538.189558592532,2.040157341668519,-0.8879145053790605
11,14,22,9,4,0.167445087,-1.3042351612930907,-4.54371476087334,5.306655769037312,2561.615837983406,2461.701887177574,1.997624934544868,-0.883733686214309
11,14,23,3,9,0.167551712,-1.3111521545142863,-4.530263984328396,5.31642413997828,2612.7415877138674,2527.542224766192,2.0014045255965174,-0.8827382382746174
11,14,23,5,7,0.172610158,-1.305735585552919,-4.519908590498342,5.317396950499209,2611.8493316081103,2517.5654977153968,1.969909668117515,-0.8833224886152837
11,1,43,2,3,0.216949283,-1.325086123107317,-4.632404956910077,5.236277134180368,2168.9800284900466,2792.313740441699,2.7692530172299787,-0.8832789730378934
1,1,14,42,2,-0.367918738,-1.3189485828702514,-4.116805878536185,5.333612688244406,1262.2223644890933,1442.317036495895,2.1678323337953085,-0.8888313926765344
11,14,9,16,10,-0.018017732,-1.3135103258319036,-4.442294779200873,5.289653636903214,2598.365025618946,2435.0370880433097,1.9004964967674487,-0.8847498365785091
11,15,11,18,5,0.038617323,-1.3121021714364889,-4.47626466441305,5.307347953175245,2551.2043052443,2436.5697608233017,1.895910013270312,-0.8843104874386172
11,15,12,16,6,0.04928345,-1.3103517507311555,-4.488851505123893,5.30417631055567,2579.7864292530644,2467.6636992327253,1.898077589093744,-0.8841950572013692
11,15,13,17,4,0.067152993,-1.3005962844239818,-4.502439125786265,5.296337388580104,2690.1891699048474,2571.9355113131346,1.898852852728576,-0.8842936371586814
1,11,5,16,27,-0.374904965,-1.3802932555250509,-4.141006017776445,5.315402366058638,2097.4319550820305,2113.1029637417582,1.9334732950236195,-0.8861212485236396
11,15,17,6,11,0.101515224,-1.3286511503186011,-4.492931766750996,5.325938972554334,2446.920968745381,2436.048090154444,1.9277997669577127,-0.8829532279207453
11,15,18,10,6,0.127280477,-1.3018884456060114,-4.541006249327892,5.317033716174759,2657.744408565374,2468.165458177228,1.8756668256110447,-0.8836721093912009
11,15,21,2,11,0.153278723,-1.3151539876807303,-4.534841066768662,5.329909062151547,2653.751838933496,2521.6266110444203,1.9443382355280667,-0.8824403400559592
11,15,22,4,8,0.174202519,-1.3045166359952594,-4.53226644725485,5.330267815276841,2787.269482233401,2589.9781330282085,1.8924696934021896,-0.8828377440747676
11,15,2,25,7,-0.084233292,-1.321015491618159,-4.400591658816121,5.259685776159389,2480.741176003916,2417.5376275386125,1.9586005956984816,-0.8855870542610311
11,1,5,2,41,-0.375301415,-1.4439928541999627,-4.1521817507334005,5.410669172799259,2156.710859147889,2271.2006147857605,1.9313746653803727,-0.885213058437134
11,15,29,4,1,0.283747594,-1.2956578754528052,-4.649707180202059,5.299328972432355,2947.9149357384704,2856.1458085043623,2.0878747380457883,-0.8824475371880816
1,1,15,38,5,-0.362387467,-1.32201763823217,-4.100261140565981,5.301466009807062,1249.5986134171826,1394.613261371774,2.159767409419912,-0.8890121742058578
11,15,5,25,4,-0.037056438,-1.3077131311235592,-4.434754812735568,5.262242988265972,2380.527239852226,2398.0801333691275,1.9585609137408675,-0.8858777816954055
11,15,5,6,23,-0.085793332,-1.3611152578955334,-4.3658267044079775,5.339461552369489,2470.114544563526,2430.6370859747844,1.8145696096386847,-0.8836308546611836
11,15,5,8,21,-0.081174899,-1.3521470630322778,-4.39146442537333,5.326572627466528,2598.3109963146785,2569.464565175253,1.8303052098269488,-0.8835379986164534
11,15,9,16,9,0.002606702,-1.3191939577164222,-4.428115354705247,5.293839788906346,2559.5420211204782,2442.1354312473504,1.922809641504014,-0.8848060024506432
11,16,10,22,1,0.053471097,-1.3020540783869334,-4.491519967187785,5.284842102611256,2493.923328816508,2414.0224652855254,1.926334820748052,-0.8847706563476971
1,11,6,10,32,-0.374134028,-1.3827762633957632,-4.147943383932472,5.373356912664352,1972.014682871747,2076.5909170216883,1.8811515646397847,-0.8858915800784324
11,16,11,20,2,0.063682453,-1.3015278337374871,-4.492818956445311,5.295099836133085,2553.037547964375,2441.1695294616147,1.892801546656223,-0.8848415006657678
11,16,11,6,16,0.027516669,-1.3329056362952898,-4.45662376630922,5.336120086832469,2552.3245061290213,2430.0436891839868,1.82410659454646,-0.8830200910471337
11,16,14,14,5,0.095114305,-1.3003581808245344,-4.51729638630566,5.291176322258586,2765.745712956412,2563.154631129449,1.896185281268916,-0.8840747108762301
11,16,15,16,2,0.116106861,-1.297956509583264,-4.5249620731830165,5.310388876724613,2539.264204980202,2411.406143886382,1.88454259641214,-0.8842478472920847
11,16,16,6,11,0.105497766,-1.3103931915879223,-4.507940005315166,5.333409083299074,2680.138351911997,2473.986156112018,1.887346787040413,-0.8831102867713889
1,1,16,20,22,-0.392648246,-1.3603562819655275,-4.0997525477004615,5.313457612207369,1643.746739056342,1601.0089035908784,2.069624851720965,-0.8879107494466872
1,1,16,24,18,-0.382730517,-1.3502867239679128,-4.105831633221248,5.3200472401154535,1544.3391005470994,1544.133983471774,2.080623071667856,-0.8879657625513062
11,16,27,5,1,0.275121864,-1.2926021731589008,-4.630581930577588,5.310012398799234,2804.4659214567205,2629.225742069188,2.0349454037500814,-0.882846474723152
11,16,3,9,21,-0.089395873,-1.3666898289684113,-4.365905773593061,5.333146165769821,2379.863876641564,2349.337609212197,1.8141725509050488,-0.8834092276551994
11,16,4,6,23,-0.081735311,-1.3565365319233615,-4.381191609333851,5.342565043769652,2501.630629272674,2471.4045536339822,1.83321017048828,-0.8832524824508711
11,16,6,24,3,-0.003911745,-1.3051404936897064,-4.459639659705736,5.283894557929028,2557.464023771145,2542.432672588873,1.950306025354303,-0.885425119851925
11,16,8,14,11,0.001120042,-1.319156333736246,-4.465205351802874,5.30119823140601,2585.35710293331,2428.8317626647367,1.8569512397816963,-0.8839463499415491
11,16,8,6,19,-0.019237942,-1.340128806741715,-4.409717227924646,5.342982503665795,2606.0885113840936,2509.6660978112563,1.8397734785594704,-0.8833893987852032
1,11,6,9,33,-0.376332311,-1.3852223869459666,-4.137684063088206,5.367466731406243,2081.6990114211085,2153.132945608901,1.8808493224559912,-0.8859576260384436
11,16,9,5,19,-0.006542704,-1.3448904579464267,-4.435667242907289,5.342025362836792,2540.849856941207,2425.9378976885923,1.8265373630240984,-0.8828237480494123
11,16,9,7,17,-0.001233885,-1.3313118872034002,-4.451884563716861,5.321451676334826,2709.94885919056,2537.542171660379,1.8327510126752715,-0.8831027619934488
11,17,11,2,19,0.03731821,-1.3404903249817668,-4.430876824630512,5.352667206841517,2673.8054101901243,2480.0957744733864,1.788946972703213,-0.8825443721473012
11,17,1,17,14,-0.080183981,-1.3420572706248175,-4.382349315907996,5.273777890082123,2734.8645059102955,2746.93359264314,1.90386752813556,-0.8846687687686489
11,17,1,20,11,-0.07258167,-1.330684207947143,-4.408423748864258,5.2611736989105005,2647.993133988028,2613.3621843705228,1.916813353301429,-0.885073205442818
11,17,15,12,5,0.125395145,-1.303538446138791,-4.542640549080267,5.319270407305075,2827.255845640352,2658.5114053065768,1.8638467374779284,-0.8831524909052587
11,17,15,7,10,0.112865702,-1.314247233696506,-4.5355720395822114,5.304936033767794,2786.04558050338,2499.9203856394265,1.85594753007922,-0.8829053311299943
11,17,17,9,6,0.149429641,-1.3032601315978152,-4.5627325936426,5.304599567928636,2779.554879977268,2627.9378868195013,1.9133297869223864,-0.8831328852508321
11,17,19,5,8,0.170163731,-1.3093368741940212,-4.53742505180794,5.330427769939235,2860.5819311414143,2646.358036310798,1.8997392725653948,-0.8827400281114133
11,17,20,8,4,0.193310688,-1.2947971742398088,-4.57267924596346,5.314168715794222,2948.467607336726,2704.880796123335,1.908085961261713,-0.8830215332891501
11,17,23,4,5,0.229701471,-1.2996021172497023,-4.579569307714912,5.325162200161276,2900.4410047177826,2633.348160236126,1.915377020030104,-0.8825754079468412
11,17,29,1,2,0.316298491,-1.2994445132920525,-4.627237196833746,5.311474022812726,2973.63226021373,2834.644000894511,2.096330011209881,-0.8820044052306173
11,17,9,19,4,0.049903519,-1.3088300140922169,-4.48967630992454,5.2917550318812125,2668.321375986876,2539.2211636207926,1.922166383749382,-0.8843111905135501
1,1,18,10,30,-0.387441232,-1.3856655229476509,-4.092031069165652,5.373993732813488,1493.9219585615604,1571.914656547532,2.0336300632609845,-0.8871010283285358
11,18,10,9,12,0.059774606,-1.3161270473691504,-4.495913729459442,5.317661028644283,2627.3585460171507,2455.054161903875,1.8488748325331728,-0.8834557670293224
11,18,13,10,8,0.109334077,-1.3069068708716465,-4.515707999581851,5.318301073330957,2733.3171130248456,2519.522622547902,1.836713633906283,-0.8833182254639718
11,18,16,12,3,0.161060463,-1.297243216162799,-4.5482762465288245,5.313618180826237,2836.627265367433,2680.8549763951664,1.8674506305251808,-0.8832736935494319
11,18,18,11,2,0.189997533,-1.292345235616512,-4.59015214188006,5.310705925844288,2837.758048259719,2593.5952624656666,1.8927199609411656,-0.8836745659882854
11,18,2,11,18,-0.058942759,-1.3457626758603858,-4.395957444277951,5.305809623320701,2564.9445175545115,2533.1478271325177,1.8415037112347887,-0.8838242676513312
11,18,22,1,8,0.226633047,-1.304553905824822,-4.562157089757295,5.330183888839033,2924.566624829454,2673.3784996707604,1.921149923423872,-0.8819813059087009
11,1,8,23,17,-0.275649599,-1.3319805145449717,-4.285120450064476,5.196694688932588,1959.14750502307,1911.887754822437,2.14082378471261,-0.887955278024105
11,18,3,24,4,-0.010595355,-1.314633328483091,-4.452965894828437,5.277335769279145,2514.361231258541,2506.185077816181,1.9161955378264093,-0.8850071811740515
1,1,18,6,34,-0.397918986,-1.4097141575331822,-4.094869231773656,5.394484645540953,1338.9394535418212,1552.7529256896014,2.0472997040470955,-0.8867496096050853
11,18,7,18,6,0.03572126,-1.312331104389559,-4.48700984921444,5.289104813506663,2758.538216543817,2663.909232813303,1.8731313357736945,-0.8839283306851106
11,19,11,15,4,0.110992471,-1.307030379529242,-4.551764578756493,5.298616384201658,2657.6450717856947,2582.2473741180524,1.8530259326342344,-0.883701962316629
11,19,14,15,1,0.158139855,-1.2973621059757183,-4.567595589160923,5.303705001871875,2720.116017206796,2621.5652667689287,1.9050287445496343,-0.8841519424182015
11,19,14,5,11,0.132050602,-1.3175166991826066,-4.521016006852489,5.329915515109666,2784.0017732298647,2544.071121205341,1.8252114938843385,-0.8824669143636237
1,11,9,21,18,-0.299446353,-1.3506206779345868,-4.181126579981544,5.3119963684375655,2141.9141758717915,2103.645895674356,1.9583218709841483,-0.8862786572295636
1,1,19,24,15,-0.335748041,-1.3422330808849094,-4.124352452894831,5.310049299534329,1496.905150265885,1515.6477247693983,2.103201911973917,-0.8880362983636185
1,11,9,27,12,-0.284490741,-1.332480401711507,-4.213996406388889,5.294090275717656,2166.0363854596108,2112.4168669094097,2.016177113759132,-0.8865622671910798
11,19,4,17,9,0.006675719,-1.3217344253781371,-4.482777946766628,5.271362051539435,2598.128795405217,2546.276008261617,1.8810866434258429,-0.8847555481997655
11,19,4,24,2,0.024640333,-1.3028357960248025,-4.508352385381788,5.2682522877385,2672.246520451424,2701.6610431837,1.9142840274435164,-0.8860324088413938
11,19,5,5,20,-0.008987537,-1.3448668992464183,-4.451379032052419,5.346094297497277,2725.093256783477,2689.3265540448424,1.7919674275707025,-0.8826463377764486
11,20,11,3,15,0.099685724,-1.332878556669657,-4.503095469770535,5.339251424584681,2569.6250502795515,2485.123246547271,1.802301182919073,-0.8820662713506795
11,20,14,8,7,0.159990961,-1.3130959144379517,-4.528444848995573,5.332074295915795,2734.2668222339807,2503.7392417824653,1.827680155750768,-0.8827247608204817
11,20,15,10,4,0.180874094,-1.3140921575872784,-4.550229266394092,5.314483355869197,2690.979664805859,2519.7675095649024,1.867943614707616,-0.8826661981350568
11,20,16,11,2,0.198446184,-1.2970414539396449,-4.593683803826679,5.321851415739422,2885.252064257405,2646.587463289023,1.8415991910171448,-0.8827933235628846
11,20,2,16,11,-0.006906144,-1.3404200223726008,-4.429635395972144,5.28244242033136,2600.767859967876,2560.7347275921,1.859124032224896,-0.8839238352622297
11,20,2,9,18,-0.025422689,-1.3469726035431882,-4.456056547679741,5.320718425324181,2532.117394366342,2547.662530172387,1.809788199451,-0.8834012229919356
1,12,10,15,22,-0.279451534,-1.354584928329812,-4.201198470322401,5.335342785510266,2273.20904576871,2211.8435024329606,1.9179689521215124,-0.8858461071251358
11,2,10,36,1,-0.191099282,-1.285417957945211,-4.368072914970156,5.216664191530035,1998.2501697634016,2098.3175541711475,2.2312203199904377,-0.8911049471041191
11,21,11,6,11,0.127571577,-1.317776190280452,-4.556766134454549,5.325543387739741,2938.876783844792,2727.902780517023,1.808692206071366,-0.8822652324754161
11,2,11,16,20,-0.226838417,-1.3386086590611492,-4.260318961686441,5.269265561491999,2089.595655403903,1940.5396962211,2.019451815994511,-0.8860289493215352
11,2,11,17,19,-0.223938371,-1.3443884434007325,-4.274260919325216,5.26510294526772,2034.1276385027336,1964.9574544171264,2.0640810531286475,-0.886577778953524
11,2,11,26,10,-0.200893351,-1.3125609961279554,-4.327320830573095,5.216538153789141,1967.0752466057843,1931.6503793882864,2.1369401157237964,-0.8881930542297927
11,2,11,30,6,-0.190634306,-1.300098790086927,-4.32188182692536,5.222768622386363,1938.513919463639,1929.4745868591467,2.13160674529525,-0.8887343609779736
11,21,13,4,11,0.153957917,-1.3151159888445143,-4.549553708786353,5.337189507662274,2730.505766774162,2563.6664622231447,1.8087381614118645,-0.8822257799355411
11,21,15,7,6,0.192796066,-1.3099994061386766,-4.577239634306098,5.325351200229929,2831.9938768954744,2578.586666372802,1.8079697623836088,-0.8823284055886185
11,2,11,8,28,-0.246594909,-1.3732595444181868,-4.2452829909699865,5.341382338231858,2078.2472886820947,1997.8955941855647,1.959712067090772,-0.8852224637638412
11,21,2,11,15,0.000105709,-1.3374587002517813,-4.459149457344542,5.302669055090092,2723.6240101438343,2676.759845001558,1.8388723232752884,-0.8835494482107994
11,21,23,2,3,0.304940927,-1.289447624834975,-4.638502816363058,5.32932421164376,3285.876310191046,2898.9505908166702,1.8676703387806133,-0.8815653431594908
11,2,13,15,19,-0.197943981,-1.3441331679610269,-4.296934452206826,5.276640396083605,2088.532018381187,1996.81694426124,2.011529723167426,-0.8862366746957545
1,12,13,19,15,-0.222127455,-1.3297158739814128,-4.234860333713737,5.324351465898312,2241.83908887317,2129.204409050091,1.94841587675894,-0.8861819827812392
1,12,13,32,2,-0.189280406,-1.3070787225838278,-4.294453475562775,5.306788168176558,2118.6666987514864,2083.839687221902,2.0346478714146112,-0.8868400611135008
1,12,14,9,24,-0.232169591,-1.350693022070051,-4.21020223274816,5.35658569868993,2175.515877607882,2128.451734766059,1.9223268377799991,-0.8855501462873948
1,12,15,14,18,-0.204011112,-1.333108610634376,-4.263737721931573,5.334088216594252,2235.9445115818826,2165.1566788627897,1.9168211084826248,-0.8859636340281213
1,12,15,22,10,-0.183409514,-1.3184677181863325,-4.2894774862583525,5.315608946894115,2285.904725607934,2179.079498602966,1.9688855835455927,-0.8861015127179854
11,21,6,1,21,0.037444997,-1.3499213731616972,-4.454767843388237,5.361969700133268,2753.1501741262973,2707.6658427352413,1.7734545480346804,-0.8823340721931114
11,2,16,17,14,-0.146188129,-1.317910197594616,-4.339528546679705,5.249561052647373,2117.286051455156,2067.214724389214,2.112340671430492,-0.8874996889568803
1,1,2,16,40,-0.621026766,-1.451971826749658,-4.014932649474974,5.319422980178575,1365.4085224291016,1592.3262472836475,1.9971225361276368,-0.887271783667796
1,12,17,10,20,-0.183073315,-1.3386804146461322,-4.253530518390263,5.361483255399114,2240.8368697535725,2123.640122338201,1.868676031712487,-0.8858561895614558
11,21,7,19,2,0.098626811,-1.3003545558193736,-4.559010314162313,5.281384663661141,2842.1815188949818,2793.011632897295,1.8775700987733983,-0.884410802892289
1,12,18,20,9,-0.142317312,-1.3188669285855543,-4.32597631635119,5.316859979578864,2321.0409736657857,2231.524971603057,2.015349951461076,-0.8855885818803876
11,2,18,6,23,-0.143366888,-1.3571948899243909,-4.313184236615852,5.329751482602805,1993.0374803785191,1962.7666510829129,1.9900781561890963,-0.8846937762259102
1,12,19,15,13,-0.13885225,-1.3192613729672953,-4.275163749022113,5.33891343481708,2242.307518952241,2109.069815920986,1.9241729754669863,-0.8860564078393258
11,21,9,15,4,0.119414175,-1.3049028941634395,-4.562057246544225,5.303459645824151,2836.2570848297605,2697.4315882170035,1.8359774877825417,-0.8836210575897414
11,21,9,17,2,0.125158307,-1.297203977421995,-4.555433769729581,5.286691990368413,2782.2279863489025,2679.957390910904,1.8780632264288644,-0.8846162349403924
11,21,9,18,1,0.127577521,-1.301936333815198,-4.573828624264923,5.299651778480586,2694.160956917332,2593.007540135308,1.855148403929332,-0.88396223904472
11,2,19,2,26,-0.137266683,-1.3741212222431995,-4.29075159256193,5.358434630452076,2015.5546982096173,2055.2396823689537,2.007023935075208,-0.8844002085759936
11,2,21,16,10,-0.07064765,-1.302800189277889,-4.388453868981037,5.281733050327555,2107.0648768680144,1994.377734077588,2.043374401278298,-0.8865524182135098
11,2,21,2,24,-0.10606521,-1.3545035723435146,-4.342133137845375,5.343936828912193,2059.1971498680377,2059.011625562985,2.020201249503353,-0.8843853347792162
11,22,14,12,1,0.210262129,-1.298029633702944,-4.606252232719834,5.315851332635517,2880.3192181882887,2654.023529709935,1.8140047412795128,-0.8828746562024918
1,1,22,21,15,-0.29684337,-1.3399723342175616,-4.151435827511143,5.309597624724506,1528.1298750490123,1574.1564447153382,2.147443059135364,-0.887880363866807
11,2,2,2,43,-0.402350535,-1.4539156061951743,-4.152673564522809,5.409353924807441,2216.696211742367,2381.843160047141,1.90154044291654,-0.8850442480812126
11,2,23,17,7,-0.036651684,-1.3005245946910964,-4.400571626777712,5.27983628081571,2037.0173602161044,1983.3616468957405,2.1060037006351435,-0.8868336274223365
11,2,23,3,21,-0.073260842,-1.35370578600297,-4.349514688167586,5.330147183819332,2031.8410231288915,2061.125679209917,2.075598077525533,-0.88419388871615
11,22,3,4,20,0.017604845,-1.3504354414235689,-4.477456495990344,5.346546042286852,2545.8374570200526,2528.131793736617,1.768520856892919,-0.8823980064548982
1,12,23,8,16,-0.094657729,-1.3265700777821945,-4.3169942144897,5.3491720024693405,2299.56828930292,2136.1598267616414,1.962944495423472,-0.8852474217552537
11,2,24,21,2,-0.010711318,-1.284798146353505,-4.423501218849573,5.259765390399972,2046.5773429669607,2047.0677924711752,2.138772647624432,-0.8882969103184121
1,12,24,3,20,-0.092182279,-1.3296176280037388,-4.310195072345286,5.36201059444962,2269.9577711593474,2184.2479512697937,1.998191814185157,-0.8851051714346714
1,12,25,2,20,-0.079315373,-1.3301453931312264,-4.309701954067296,5.367578613529971,2342.5605521809434,2192.535315746177,1.963845509781028,-0.8846536025451904
11,2,25,7,15,-0.031289097,-1.318329129735384,-4.397126893051471,5.312019857463891,2120.687552246678,2089.8547480284915,2.0895962314630983,-0.8852266907161941
11,2,2,7,38,-0.389495135,-1.43644513842566,-4.149261447930795,5.356148582693229,2112.642178022993,2179.826580744751,1.955612742836684,-0.885398502409698
11,2,29,17,1,0.057435752,-1.286899007846188,-4.458759522204471,5.259443071388489,1977.4699435498133,2084.244791267168,2.2292537826449115,-0.8881934026003142
11,23,10,6,10,0.152236755,-1.3256043747317572,-4.555185869323954,5.337372852618403,2758.7654801273284,2624.9239394010774,1.7751859688342082,-0.8819455414823106
11,2,31,4,12,0.054730071,-1.3237476114693647,-4.442891841943826,5.303487450302288,2045.3542178469245,2183.488826425802,2.252248489874485,-0.8846674903303386
11,23,17,1,8,0.248435476,-1.298443964593813,-4.5785438525127935,5.343719983542986,3087.209005084203,2694.587669199252,1.7984059885112784,-0.8815204232517153
11,23,18,3,5,0.269128159,-1.2998076124648172,-4.619524753959891,5.327943023015945,3098.3352535629583,2817.916045032641,1.8993916990021047,-0.8816278218788007
11,2,32,10,5,0.085583237,-1.3058717661616643,-4.4759283825772345,5.278381460842049,2140.0351804237707,2292.100286328,2.2792796923892915,-0.8853392122168846
1,12,32,14,1,0.061504373,-1.2921541872349045,-4.478904387261418,5.31570421563783,2267.3197005984225,2307.553177906078,2.1812137442455053,-0.8862153907414322
11,23,2,18,6,0.058390351,-1.3327256377589336,-4.479684310660514,5.295631026367588,2605.401618119467,2598.430928750704,1.8280847399783369,-0.8834451708556705
1,12,3,25,19,-0.36291614,-1.3601548153123024,-4.174264005639876,5.29457720440887,2132.0611248221294,2174.597410218412,2.006283659061699,-0.8863903864089884
1,12,33,12,2,0.071465292,-1.2882789808667892,-4.510590644677436,5.319655129806336,2308.994137483435,2335.091861650659,2.14346895096714,-0.8863590574919858
1,12,3,3,41,-0.419218861,-1.3912628302714611,-4.147783470751475,5.403707018494102,1975.3489763522985,2184.45732758792,1.8322127862951327,-0.8856860662634775
1,12,34,6,7,0.071855929,-1.3017567689376588,-4.471971334115313,5.327821248530511,2409.0764042038577,2346.090723413085,2.173869589965604,-0.8854927443838723
11,23,8,12,6,0.136629757,-1.3166919234722148,-4.548709631106555,5.313627148495463,2795.6017467209454,2649.948819331711,1.8154832728613668,-0.8827418482116492
11,23,8,17,1,0.149208841,-1.3030870284701763,-4.552808950719888,5.306575342705746,2756.812842647605,2601.585255447856,1.8377645914747336,-0.8833225061418318
11,2,38,2,7,0.159335073,-1.326033847273627,-4.573294200113855,5.2637635303318095,2050.538361499755,2499.5612546341004,2.5805885221625515,-0.8836016050411114
11,23,8,3,15,0.114015093,-1.329972200131713,-4.491612304538487,5.346946700963155,2735.385384072789,2597.631801889812,1.7868100713031765,-0.8821472004914779
11,23,9,12,5,0.151666358,-1.304411451226252,-4.562311153227533,5.315602900398424,2849.1506835636337,2650.0600269176807,1.804335205591188,-0.8828632767198867
1,12,41,4,2,0.176126664,-1.2969935653125342,-4.603440577767988,5.29842322055824,2470.2487562296724,2581.32759327633,2.3863875696040213,-0.8843928702147317
11,24,2,13,10,0.06578352,-1.3357530309039938,-4.478298986225737,5.309752432707661,2734.0233746222884,2723.333089992631,1.8071062014708383,-0.8831416236275388
11,24,2,16,7,0.073122734,-1.3295151328330923,-4.496965514645673,5.300070264533442,2652.837579830112,2631.029010466288,1.809095949316105,-0.8832850268058527
1,1,24,22,12,-0.263410851,-1.3289084017418815,-4.181775948428264,5.291865162606825,1523.7826452724737,1647.735740878879,2.2012091923343147,-0.8878422617679362
11,2,4,22,21,-0.32025796,-1.360310978325932,-4.223275790124022,5.222324917752826,2053.801555183569,2037.9346925414304,2.093275693131734,-0.8874324144735631
11,2,4,25,18,-0.313177579,-1.3465476756704156,-4.229862880815321,5.220621309636437,2113.897037895431,2083.2455568598334,2.10633095511228,-0.8876933855834344
11,2,4,29,14,-0.302903182,-1.3275498821472962,-4.2689328060041705,5.192066681814226,2029.7398029967544,2032.4438871807124,2.1902223131820096,-0.8894724276454467
1,12,4,30,13,-0.334994279,-1.3458750202829186,-4.1787853682843314,5.280537791596512,2196.39588998137,2135.577940382454,2.0203006663853738,-0.8861863559801699
11,24,5,1,19,0.08133066,-1.340458499549197,-4.51750127823423,5.359647508341842,2841.6009540853447,2788.3830076788395,1.7605010432365262,-0.881814930898491
11,24,5,4,16,0.089116297,-1.3332441208880537,-4.503024210380513,5.346095688103561,2808.269615553313,2677.144133735217,1.7647213061171954,-0.8821383577835036
11,25,11,5,8,0.205308781,-1.318335737870732,-4.566872996874993,5.33677761042694,2948.038820112857,2721.2707967374777,1.7713208301062071,-0.8817136659092151
11,25,13,3,8,0.231433241,-1.3165115217567596,-4.590639243838174,5.340548072857196,2968.606196307427,2801.482906438176,1.7918884177168306,-0.8814240700040108
11,25,1,4,19,0.04709278,-1.3572044793598783,-4.488264625790522,5.346691242604609,2585.334507375824,2600.608495528238,1.7553150984945831,-0.8821084103061633
11,25,14,4,6,0.249367434,-1.3114195370484172,-4.58801055901146,5.340456246576648,2936.1426316206284,2694.3404988290104,1.813122259622323,-0.8814734605149055
11,25,20,2,2,0.337441167,-1.2925363937183274,-4.652925084277721,5.338098933152663,3402.0267902181063,2916.6646409504906,1.8231114022653525,-0.8810432429939178
11,25,2,8,14,0.071953212,-1.3393812679794994,-4.502760073099414,5.3345813184161965,2826.029757658965,2851.5663327238576,1.7645534826893066,-0.8820181486421995
11,25,3,17,4,0.110819535,-1.3174137373968768,-4.547700968049198,5.294388727397572,2884.004451158725,2787.572301307695,1.798451766447884,-0.8831042883474801
